immigrant,female,black,hispanic,white,mixedrace,urban1997,rural1997,never_married,married,separated,divorced,widowed,ever_in_gang,victim_breakin_lt12yrs,victim_bully_lt12yrs,victim_shooting_lt12yrs,victim_breakin_12to18,victim_bully_12to18,victim_shooting_12to18,VictViolentCrime,ms_suspension,hs_suspension,hs_grad,college_degree,ged,special_education_history,bilingual_education_history,gifted_education_history,veteran,age,days_ms_suspension,days_hs_suspension,number_grades_repeated,number_grades_skipped,years_education_completed,highest_degree,SAT_math_score_2007,SAT_verbal_score_2007,ACT_score_2007,number_schools_attended,parent_expectation_in_jail_by20,age_first_incarcerated,income1996IA,income1997IA,income1998IA,income1999IA,income2000IA,income2001IA,income2002IA,income2003IA,income2004IA,income2005IA,income2006IA,income2007IA,income2008IA,income2009IA,income2010IA,income2012IA,income2014IA,income2016IA,income_20,income_25,income_30,income_35,assets_20,assets_25,assets_30,assets_35,debts_20,debts_25,debts_30,debts_35,total_n_incarcerated,total_months_incarcerated,months_longest_incarceration,months_first_incarceration,number_jobs_since20,Incarcerated,RelativeDied,Homeless,HHHospital,HHJail,NumSchoolsAttended
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,2,2,0,13,0,3,1,0,14,2,3,2,V,2,V,V,NA,NA,NA,NA,NA,11995.2,11491.2,21996,28708.35,32472,37413.6,43395.6,38228.4,37195.2,38280,41055,41480.7,NA,15600,31080,35700,NA,0,7540,12740,NA,0,15150,33350,V,0,0,V,V,5,0,0,0,0,0,2
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,12,0,0,0,0,13,2,V,V,V,2,V,V,NA,NA,NA,NA,NA,7996.8,NA,NA,52197,32472,23383.5,41899.2,39593.7,31684.8,33000,7245,NA,NA,38100,25760,NA,NA,0,NA,13970,NA,30500,14000,13000,V,0,0,V,V,4,0,0,0,0,0,2
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,2,2,0,12,0,5,1,0,12,2,V,V,V,3,V,V,175.644,NA,NA,558,1042.5,NA,NA,NA,NA,32472,38972.5,4489.2,NA,55104,19800,33810,29148.6,44000,NA,44800,26260,NA,381,254,38100,NA,0,600,16000,V,0,0,V,V,7,0,0,0,1,0,3
0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,2,2,2,0,16,10,67,I,0,11,2,V,V,I,3,0,V,NA,NA,30384.9,33480,NA,19992,47880,38493,8699.5,NA,17147.9,22446,35497.8,36835.6464,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,20000,0,32500,0,0,0,V,V,14,0,1,0,0,0,3
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,12,0,0,0,0,15,2,2,3,V,2,V,V,NA,NA,NA,NA,4170,NA,NA,NA,NA,32472,54561.5,44892,NA,68880,66000,72450,82961.4,48400,NA,56000,74740,NA,0,0,11049,NA,0,300,5000,V,0,0,V,V,5,0,1,0,1,1,2
0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,0,1,1,0,2,2,1,0,13,2,0,0,0,16,4,3,4,V,2,V,V,NA,144.9,NA,NA,625.5,NA,NA,NA,26098.5,NA,46767,44892,682.65,NA,46200,54337.5,NA,NA,NA,555,47250,NA,26,130000,2600,NA,30500,145500,161400,V,0,0,V,V,19,0,1,0,0,0,2
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,2,2,2,0,14,4,0,V,V,18,5,5,4,V,V,V,V,NA,483,16361.1,6696,31275,15993.6,NA,18330,43497.5,24354,23383.5,22446,51881.4,52348.8,55440,115920,140137.5,259472.4,NA,17400,100800,NA,2660,9975,89110,174230,24500,35000,100000,100000,0,0,V,V,7,0,1,0,0,0,NA
1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,0,12,0,2,0,0,12,2,5,4,V,3,V,V,NA,NA,NA,NA,2085,17992.8,22982.4,NA,NA,37342.8,49884.8,44892,34132.5,27552,NA,13282.5,44844,27500,NA,22400,40400,NA,0,2540,3302,NA,8200,3000,15700,V,0,0,V,V,13,0,0,0,0,0,3
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,I,I,2,0,15,0,5,0,0,16,4,I,I,I,3,1,V,1881.9,NA,NA,NA,10425,19992,NA,27495,36537.9,51955.2,NA,47884.8,40959,9643.2,NA,36225,NA,24200,13600,NA,NA,22000,0,20400,2720,8160,12300,19000,600,8000,0,0,V,V,8,0,1,0,0,0,3
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,2,0,12,0,1,I,I,12,2,I,3,V,3,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44892,54612,44083.2,NA,NA,NA,NA,NA,35840,NA,NA,0,22225,NA,NA,2500,500,V,V,0,0,V,V,3,0,1,0,1,0,3
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,I,I,2,0,13,0,0,0,0,14,2,5,5,5,3,V,V,125.46,NA,NA,2232,NA,3998.4,NA,23829,34798,48708,54561.5,56863.2,29353.95,41328,47520,56752.5,61660.5,50600,16900,23865,49350,NA,650,12480,2600,NA,6000,18600,0,V,0,0,V,V,8,0,0,0,1,0,3
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,0,0,1,0,0,2,2,2,0,15,0,0,0,0,13,2,I,I,3,3,0,V,10036.8,2415,NA,NA,NA,NA,NA,27495,NA,19483.2,NA,NA,54612,NA,NA,24150,1793.76,77000,NA,NA,NA,70000,0,0,NA,NA,0,0,I,200,0,0,V,V,7,0,NA,NA,NA,NA,3
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,12,0,0,0,0,16,4,4,4,V,2,V,V,NA,724.5,NA,2232,6255,2998.8,NA,NA,NA,9741.6,15589,10474.8,NA,NA,NA,4830,NA,NA,NA,NA,NA,NA,40005,21590,120650,NA,500,14000,10000,V,0,0,V,V,7,0,1,0,0,0,2
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,1,0,V,V,V,0,15,0,0,0,0,20,5,4,4,4,2,0,V,NA,2415,NA,6696,NA,NA,NA,NA,34798,NA,NA,59856,81918,NA,79200,NA,NA,75900,NA,NA,66000,69000,4760,5032,32640,4080,40000,35500,28000,35000,0,0,V,V,3,0,NA,NA,NA,NA,2
0,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,V,V,V,0,12,0,0,0,0,9,0,V,V,V,2,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,V,V,V,0,0,V,V,0,0,NA,NA,NA,NA,2
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,V,V,V,0,16,0,0,0,I,16,4,4,4,V,3,0,V,2509.2,NA,10517.85,8928,NA,NA,NA,NA,34798,NA,NA,NA,61438.5,NA,NA,NA,50449.5,NA,NA,NA,NA,45450,0,278,0,27800,0,0,48000,65000,0,0,V,V,9,0,0,0,0,0,3
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,I,I,I,0,13,0,0,0,0,19,2,3,3,V,3,V,V,501.84,NA,5843.25,7812,NA,NA,NA,NA,20878.8,NA,NA,NA,NA,55104,79200,78487.5,123321,88000,NA,NA,68250,NA,NA,9100,39000,NA,0,0,1000,V,0,0,V,V,3,0,0,0,0,0,3
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,V,V,V,0,13,0,0,0,0,20,5,I,I,V,2,V,V,NA,NA,NA,NA,NA,2998.8,NA,NA,NA,NA,NA,10474.8,NA,3168.48,NA,NA,NA,55000,NA,NA,NA,NA,NA,NA,NA,NA,0,I,0,V,0,0,V,V,5,0,1,0,0,0,2
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2,2,2,0,16,0,0,V,V,18,5,3,I,V,V,V,V,752.76,2173.5,11686.5,22320,20850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13900,NA,NA,NA,NA,NA,NA,NA,0,I,1750,I,0,0,V,V,6,0,0,0,0,0,NA
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,2,2,0,16,0,0,V,V,20,5,5,5,V,V,V,V,627.3,3622.5,23373,18972,18765,39984,38304,54990,86995,86050.8,85739.5,104748,102397.5,101942.4,92400,92977.5,88566.9,94160,12510,65190,77000,79790,6950,NA,NA,166869.5,0,5000,24000,4000,0,0,V,V,6,0,0,0,0,0,NA
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,V,V,V,0,15,0,0,V,V,14,2,3,4,V,V,V,V,NA,NA,2337.3,11160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20000,0,V,0,0,V,V,8,0,0,0,0,0,NA
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,1,0,I,I,I,0,15,0,0,V,V,16,4,4,4,V,V,V,V,1204.416,2415,1519.245,NA,NA,NA,NA,NA,26098.5,NA,NA,22446,95571,NA,NA,48300,36996.3,NA,NA,NA,NA,NA,6800,NA,NA,NA,0,0,2500,V,0,0,V,V,8,0,NA,NA,NA,NA,NA
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,1,0,I,I,I,0,14,0,0,V,V,16,4,I,I,V,V,V,V,802.944,1690.5,1636.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,I,V,V,0,0,V,V,1,0,NA,NA,NA,NA,NA
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,I,I,I,0,14,0,0,V,V,16,4,4,4,V,V,V,V,1254.6,2415,NA,NA,NA,NA,NA,NA,41757.6,12988.8,31178,52374,NA,NA,NA,NA,89688,74800,NA,40600,NA,NA,NA,13300,73150,NA,17000,28400,28500,I,0,0,V,V,12,0,1,0,0,0,NA
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,I,I,I,0,14,0,0,V,V,18,2,4,4,V,V,V,V,1254.6,12558,NA,NA,NA,19992,NA,36660,26098.5,48708,49884.8,55366.8,40959,NA,NA,NA,NA,NA,NA,42920,NA,NA,NA,2992.5,NA,NA,0,35000,93000,117500,0,0,V,V,5,0,1,0,0,0,NA
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,I,I,I,0,15,0,0,0,1,16,4,6,5,6,2,0,V,1254.6,NA,3505.95,6696,12510,11995.2,34473.6,78.819,83515.2,130652.7156,109123,156153.8292,166557.0429,120540,52800,NA,NA,22000,8160,83300,44000,20000,272,0,157760,306000,9000,24000,11000,2000,0,0,V,V,5,0,0,0,0,0,2
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,I,I,I,0,12,0,0,0,0,17,5,6,5,V,2,V,V,125.46,NA,NA,2678.4,3127.5,2998.8,2872.8,NA,8699.5,16236,12471.2,44892,166557.0429,NA,NA,NA,NA,NA,6350,NA,NA,NA,1270,6350,NA,NA,4000,9000,V,V,0,0,V,V,3,0,0,0,0,0,2
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,I,I,I,0,14,0,0,0,0,12,2,V,V,V,2,V,V,NA,NA,7011.9,11160,NA,NA,NA,129615.096,NA,32472,NA,NA,27306,NA,NA,14490,29148.6,NA,NA,NA,12600,NA,0,3990,0,13137.74,8000,10000,10000,10000,0,0,V,V,15,0,0,0,0,0,2
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,0,1,1,1,0,V,V,V,0,14,0,4,0,0,19,4,I,I,V,2,V,V,2509.2,NA,16010.505,29016,NA,NA,NA,NA,NA,NA,60797.1,67338,16383.6,NA,NA,NA,NA,NA,NA,52200,NA,NA,NA,NA,NA,NA,V,7756,V,V,0,0,V,V,3,0,NA,NA,NA,NA,2
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,I,I,I,0,16,0,0,V,V,15,3,V,V,I,V,V,V,NA,9660,2337.3,NA,NA,NA,5745.6,129615.096,60896.5,NA,60797.1,82302,77822.1,NA,NA,NA,NA,71500,NA,NA,NA,NA,0,NA,NA,4170,0,15600,V,11000,0,0,V,V,4,0,NA,NA,NA,NA,NA
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,V,V,V,0,13,0,3,1,0,11,0,V,V,V,2,V,V,NA,NA,NA,8928,25020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,NA,NA,NA,0,V,V,V,0,0,V,V,1,0,0,0,0,0,2
0,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,V,V,V,NA,13,0,0,0,0,8,0,V,V,V,1,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,V,V,V,0,0,V,V,0,0,NA,NA,NA,NA,1
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,14,0,0,0,0,15,4,6,6,4,2,V,V,NA,NA,467.46,6696,NA,NA,957.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,58297.2,NA,665,NA,NA,NA,0,NA,0,NA,0,V,53000,V,0,0,V,V,3,0,1,0,0,0,2
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,1,2,0,15,0,0,V,V,12,2,V,V,V,V,V,V,1254.6,12075,NA,33480,74138.43,NA,84443.0832,73320,78295.5,77932.8,90416.2,86791.2,80552.7,82656,112200,90562.5,78477,110000,NA,69020,93500,100000,4080,61200,40800,163200,12000,21500,4000,28000,0,0,V,V,5,0,1,0,1,0,NA
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,0,14,0,0,I,I,19,5,4,4,V,2,V,V,NA,NA,NA,NA,NA,NA,15321.6,14664,13919.2,40590,60797.1,47884.8,51881.4,20664,26400,62790,62781.6,66000,10640,37120,54600,NA,7980,26600,266,3325,0,10000,7500,10300,0,0,V,V,12,0,0,0,0,0,2
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,2,2,0,16,0,6,0,0,15,2,5,5,V,4,2,V,NA,7245,NA,NA,NA,NA,7660.8,NA,NA,27601.2,62356,65841.6,81918,68888.2656,89760,94329.9,121366.9227,131593,NA,20910,74800,109339.57,20850,22861.33,116482,218647,0,2540,1000,0,0,0,V,V,5,0,1,0,0,0,4
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,V,V,V,0,16,0,0,V,V,15,3,4,4,V,V,V,V,NA,3622.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,V,V,V,0,0,V,V,2,0,1,0,0,0,NA
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,0,12,0,4,V,V,18,5,4,4,V,2,V,V,NA,NA,NA,892.8,NA,NA,2489.76,3666,4349.75,3896.64,6235.6,NA,38228.4,551.04,NA,54337.5,NA,NA,3175,448,NA,NA,762,7366,NA,NA,0,0,0,V,0,0,V,V,8,0,0,0,0,0,2
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,16,0,0,0,0,16,4,3,3,V,1,0,V,NA,NA,2337.3,4464,NA,NA,38304,NA,33058.1,32472,93534,89784,54612,NA,NA,84525,128926.5,NA,NA,24600,NA,116150,0,NA,NA,NA,0,13000,13000,0,0,0,V,V,14,0,0,0,0,0,1
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,1,0,13,0,0,V,V,20,5,4,5,V,V,V,V,NA,NA,NA,NA,NA,7996.8,19152,16497,5219.7,NA,5456.15,77812.8,70995.6,95054.4,93720,92977.5,90809.1,104500,11700,57720,80850,NA,12090,38740,143000,NA,10000,I,1800,V,0,0,V,V,6,0,0,0,1,0,NA
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,12,0,0,0,0,12,2,3,3,V,2,V,V,NA,NA,NA,5803.2,5898.465,3798.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,V,V,V,0,0,V,V,0,0,0,0,0,0,2
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,2,0,12,0,0,V,V,16,4,4,5,V,2,V,V,NA,NA,NA,13.392,NA,NA,3830.4,NA,NA,NA,7794.5,NA,6826.5,16531.2,NA,NA,NA,NA,NA,13440,NA,NA,NA,0,0,NA,I,0,I,V,0,0,V,V,7,0,1,0,0,0,2
0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,V,V,V,NA,14,0,0,V,V,8,0,V,V,V,V,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,V,V,V,0,0,V,V,0,0,NA,NA,NA,NA,NA
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,NA,0,0,1,1,0,V,V,V,0,16,0,0,1,0,16,4,V,V,3,1,0,V,1254.6,NA,23373,22320,NA,NA,53625.6,51324,59156.6,51955.2,51365.755,52374,58707.9,56481.6,56496,51729.3,49328.4,49500,NA,39360,47080,44440,10425,NA,22379,42395,1000,10000,900,I,0,0,V,V,3,0,NA,NA,NA,NA,1
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,16,0,0,0,0,20,5,5,3,V,1,0,V,20073.6,33925.92,28047.6,22320,22935,NA,57456,129615.096,81775.3,84427.2,81062.8,82302,65534.4,52348.8,55440,61582.5,78477,93500,15290,63960,46200,70700,2780,36140,35028,111200,0,37000,18000,15000,0,0,V,V,4,0,0,0,0,1,1
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,14,0,0,1,0,14,2,3,2,V,4,V,V,NA,NA,NA,NA,NA,19992,19152,14114.1,NA,NA,9353.4,NA,16383.6,16531.2,12038.4,43470,26906.4,49500,13300,NA,37800,NA,66.5,106.4,18354,0,0,10000,2200,I,0,0,V,V,7,0,1,0,0,0,4
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,2,0,12,0,0,I,I,16,4,4,4,V,2,V,V,NA,NA,NA,NA,NA,5997.6,11491.2,5499,13919.2,14612.4,70150.5,95769.6,76456.8,NA,85800,72450,81279.75,82500,10160,NA,73225,NA,2540,10160,154940,NA,35000,61000,10000,V,0,0,V,V,7,0,1,0,0,0,2
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,2,0,16,0,0,V,V,16,4,3,3,V,V,V,V,NA,NA,NA,NA,10425,NA,NA,NA,NA,38154.6,NA,NA,0,NA,NA,32602.5,NA,59400,6950,28905,NA,NA,0,NA,11398,12510,888,32180,39412,48500,0,0,V,V,7,0,0,0,0,0,NA
1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,V,V,V,0,14,0,5,0,0,20,5,3,3,V,1,V,V,752.76,NA,3505.95,11160,NA,7996.8,7660.8,12831,11309.35,22730.4,23383.5,79309.2,88744.5,86788.8,83160,97807.5,107625.6,104500,5320,61480,85050,NA,53.2,NA,NA,399000,0,15000,26000,3500,0,0,V,V,6,0,0,0,0,0,1
0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,2,2,0,13,0,0,0,0,16,2,6,4,V,2,V,V,376.38,NA,701.19,NA,4170,11995.2,9576,10998,13919.2,NA,93534,77812.8,92840.4,93676.8,108240,114712.5,110988.9,121000,7800,75480,99750,NA,28080,50700,313300,NA,0,10000,0,V,0,0,V,V,9,0,1,0,0,0,2
0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,I,I,I,0,15,0,0,0,0,19,5,6,5,V,2,0,V,NA,NA,NA,NA,NA,NA,NA,36660,66116.2,NA,NA,NA,81918,NA,1320,6037.5,NA,NA,NA,NA,1100,NA,2040,NA,NA,NA,0,I,0,0,0,0,V,V,6,0,0,0,1,0,2
1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,15,0,0,0,0,16,4,4,4,V,2,0,V,NA,289.8,4674.6,4464,4170,3998.4,NA,73320,69596,56826,NA,NA,47785.5,110208,105600,108675,NA,121000,2720,NA,88000,110000,0,12240,0,NA,0,35500,100000,I,0,0,V,V,9,0,1,0,0,0,2
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,15,0,0,0,0,20,5,V,V,V,2,0,V,NA,NA,1168.65,NA,4503.6,15993.6,2681.28,5499,4349.75,NA,3429.58,NA,NA,NA,NA,NA,134532,110000,10880,2618,NA,100000,408,408,4080,13600,600,2500,8000,110000,0,0,V,V,10,0,0,0,0,0,2
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,13,0,0,V,V,17,4,4,2,V,2,V,V,NA,724.5,NA,NA,NA,7996.8,17236.8,4582.5,8699.5,12988.8,18706.8,14964,NA,27552,43560,39847.5,54933.9,40700,3250,NA,34650,NA,650,780,1690,NA,400,20000,40400,V,0,0,V,V,8,0,1,0,0,0,2
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,2,0,14,0,12,V,V,11,1,V,V,V,V,V,V,NA,2415,701.19,892.8,20850,29988,NA,36660,41757.6,48708,NA,44892,40959,NA,NA,NA,29148.6,44000,NA,34800,NA,NA,0,0,1995,4655,2800,3000,0,0,0,0,V,V,19,0,1,0,0,1,NA
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,0,12,0,59,V,V,11,1,V,V,V,5,V,23,627.3,NA,NA,NA,NA,NA,3830.4,NA,NA,NA,NA,14964,NA,NA,NA,NA,NA,1100,NA,NA,NA,NA,0,0,0,NA,0,0,0,V,1,3,3,3,8,1,0,0,0,1,5
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,V,V,V,0,12,7,21,V,V,12,2,V,V,V,V,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724.5,NA,3300,NA,NA,NA,NA,0,0,131762.5,NA,0,0,0,V,0,0,V,V,I,0,0,0,0,0,NA
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,V,V,V,0,12,0,5,V,V,9,1,V,V,V,5,V,24,NA,NA,NA,NA,NA,NA,3830.4,NA,NA,NA,NA,14964,4095.9,NA,NA,6037.5,28027.5,NA,NA,NA,25250,NA,635,203.2,12065,NA,2000,4500,25000,V,1,2,2,2,6,1,0,0,0,0,5
1,0,0,1,0,0,1,0,0,0,0,1,0,0,R,1,R,0,0,0,0,0,0,1,0,0,2,2,2,1,12,0,0,0,0,13,2,1,1,V,3,V,V,NA,2427.075,NA,NA,43785,7996.8,7660.8,NA,NA,NA,NA,37410,47785.5,20664,19800,48300,42601.8,NA,NA,16800,38380,NA,762,4445,6350,NA,0,0,15000,V,0,0,V,V,7,0,0,0,0,0,3
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,15,0,0,0,0,12,2,1,I,V,1,V,V,NA,NA,NA,NA,NA,NA,24897.6,23829,17399,19483.2,20265.7,19453.2,NA,16531.2,17160,NA,14574.3,NA,NA,15470,14300,NA,0,0,1360,0,0,0,0,0,0,0,V,V,2,0,1,0,0,0,1
1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,V,V,V,0,13,1,0,I,I,12,0,I,I,V,2,V,V,NA,NA,NA,0,NA,25625.7456,NA,21996,7620.762,14612.4,15589,7482,15018.3,24796.8,18480,NA,17937.6,NA,15600,12210,NA,NA,0,2600,0,NA,0,4000,0,V,0,0,V,V,7,0,1,0,0,0,2
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,I,I,I,0,12,0,2,I,I,12,2,3,3,V,3,V,19,NA,NA,NA,NA,NA,NA,NA,NA,1739.9,19483.2,14030.1,20949.6,12287.7,NA,15840,NA,16816.5,16500,1270,NA,15150,NA,0,40005,635,NA,0,20300,1000,V,2,3,2,1,11,1,1,0,0,0,3
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,0,12,0,5,0,0,12,2,V,V,V,3,V,V,NA,NA,NA,NA,10425,9996,13406.4,27495,43497.5,68191.2,NA,74820,47785.5,NA,52800,0,NA,NA,31750,NA,NA,NA,0,3810,NA,NA,0,5000,V,V,0,0,V,V,4,0,1,0,0,0,3
1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,I,I,I,0,15,8,0,0,0,16,2,V,V,V,2,10,V,NA,NA,NA,29016,NA,84882.0336,NA,NA,NA,97416,NA,NA,NA,NA,89760,96600,88566.9,NA,57742.88,NA,74800,NA,0,408000,248200,NA,5000,8000,5000,V,0,0,V,V,1,0,0,0,0,0,2
1,1,0,1,0,0,1,0,1,0,0,0,0,0,D,0,0,0,0,0,NA,0,1,1,0,0,I,I,I,0,15,0,182,0,0,12,2,V,V,V,2,10,V,752.76,NA,NA,6696,10008,NA,NA,NA,NA,NA,NA,NA,88744.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,48824,NA,NA,2500,10500,V,V,0,0,V,V,2,0,NA,NA,NA,NA,2
