immigrant,female,black,hispanic,white,mixedrace,urban1997,rural1997,never_married,married,separated,divorced,widowed,ever_in_gang,victim_breakin_lt12yrs,victim_bully_lt12yrs,victim_shooting_lt12yrs,victim_breakin_12to18,victim_bully_12to18,victim_shooting_12to18,VictViolentCrime,ms_suspension,hs_suspension,hs_grad,college_degree,ged,special_education_history,bilingual_education_history,gifted_education_history,veteran,age,days_ms_suspension,days_hs_suspension,number_grades_repeated,number_grades_skipped,years_education_completed,highest_degree,SAT_math_score_2007,SAT_verbal_score_2007,ACT_score_2007,number_schools_attended,parent_expectation_in_jail_by20,age_first_incarcerated,income1996IA,income1997IA,income1998IA,income1999IA,income2000IA,income2001IA,income2002IA,income2003IA,income2004IA,income2005IA,income2006IA,income2007IA,income2008IA,income2009IA,income2010IA,income2012IA,income2014IA,income2016IA,income_20,income_25,income_30,income_35,assets_20,assets_25,assets_30,assets_35,debts_20,debts_25,debts_30,debts_35,total_n_incarcerated,total_months_incarcerated,months_longest_incarceration,months_first_incarceration,number_jobs_since20,Incarcerated,RelativeDied,Homeless,HHHospital,HHJail,NumSchoolsAttended,EverSmoke,EverArrested
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,.,.,.,.,0,0,1,0,0,V,V,V,0,15,0,0,0,0,14,2,V,V,V,2,0,V,1254.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66412.5,62781.600000000006,57200.00000000001,.,.,.,52000,.,.,19040,145520,V,V,13000,13000,0,0,V,V,2,0,.,.,.,.,2,1,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,.,.,.,.,0,0,1,1,0,V,V,V,0,12,0,0,I,I,16,4,V,V,V,2,V,V,.,.,.,.,.,.,.,.,.,4059,31178,59856,51881.4,53037.6,55440,74865,72871.5,85800,.,43120,65650,.,570.23,0,.,.,35000,9000,I,V,0,0,V,V,4,0,.,.,.,.,2,0,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,16,0,0,0,0,20,2,V,V,I,2,0,V,1003.68,.,.,26784,74138.43000000001,63974.4,84443.0832,129615.096,83515.20000000001,92545.2,106005.2,101755.2,103762.8,96432,105600,113262.29249999998,130150.7412,.,49425.62,70110,88000,117252.92,8340,20850,46565,42617.4,16200,36000,43000,39000,0,0,V,V,3,0,1,0,0,0,2,0,0
0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,I,I,I,0,15,0,0,0,0,20,5,V,V,I,2,0,V,501.84,.,2804.76,29016,41700,51979.2,42134.4,54990,46977.3,8118,21824.600000000002,44892,54612,68880,85800,102637.49999999999,100899.00000000001,121000.00000000001,35360,16660,71500,110000,408,1088,.,.,21000,22600,36500,I,0,0,V,V,7,0,1,0,0,0,2,0,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,I,I,I,0,15,0,0,I,I,17,4,4,4,4,2,0,V,376.38,1207.5,3505.9500000000003,4464,.,.,.,14664,19486.88,38966.4,109123,104748,88744.5,79900.8,118800,77883.75,67266,.,.,83300,99000,.,408000,408000,372640,.,500,6000,42200,V,0,0,V,V,4,0,0,0,0,0,2,0,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,12,0,0,0,0,17,4,V,V,4,2,V,V,.,.,.,669.6,6255,3998.4,3830.3999999999996,.,.,487.08000000000004,.,.,6826.5,49593.6,52800,37432.5,16816.5,46200.00000000001,.,40320,15150,.,.,381000,381000,.,3600,25250,43500,V,0,0,V,V,12,0,0,0,0,0,2,0,0
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,2,2,1,0,13,0,0,0,0,.,4,V,V,5,2,V,V,627.3,1932.0000000000002,1168.65,669.6,.,2399.04,3589.0848,733.1999999999999,2261.8700000000003,16885.440000000002,15589,24029.191199999997,21844.8,26174.399999999998,26400,30187.499999999996,22422.000000000004,.,520,17760,26250,.,3965,9230,27300,.,0,500,8000,V,0,0,V,V,4,0,0,0,0,0,2,0,0
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,.,0,0,1,0,1,V,V,V,0,14,0,0,0,0,13,1,V,V,V,3,V,V,301.104,.,3505.9500000000003,2232,.,.,.,.,.,.,.,.,.,.,.,48299.99999999999,49328.4,44000,.,.,42000,.,.,0,13300,13300,V,7500,0,0,0,0,V,V,2,0,.,.,.,.,3,1,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,V,V,V,1,15,0,0,0,0,15,1,V,V,V,3,0,20,.,3376.17,.,22929.336000000003,.,9996,.,.,.,19483.2,49884.8,43395.6,57342.6,.,.,6037.499999999999,54933.9,62700.00000000001,6800,38080,.,57000,8160,.,10213.6,74800,5000,26000,100000,85000,1,2,2,2,4,1,0,0,0,0,3,1,0
0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,0,16,0,2,0,0,12,2,V,V,3,2,0,V,3763.7999999999997,6037.5,.,15624,43785,55517.78399999999,55831.9104,62322,.,58449.600000000006,74911.3806,62148.484800000006,65534.4,60614.4,55440,59904.075,51570.600000000006,55000.00000000001,29190,44280,46200,46460,29468,25159,154985,417000,5046,40000,10000,500,0,0,V,V,1,0,0,0,0,0,2,1,0
0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,I,I,I,0,16,0,0,0,0,14,2,V,V,V,3,0,V,1254.6,1449,4908.33,11160,36487.5,39984,47880,40326,43497.5,43837.200000000004,18706.8,37410,47785.5,44083.2,46200,42262.5,40359.600000000006,46200.00000000001,24325,33210,38500,36360,9035,16680,23630,76450,0,300,2000,30000,0,0,V,V,5,0,1,0,0,0,3,1,0
0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,I,I,I,0,13,0,0,0,0,19,7,5,5,5,2,V,V,.,1275.1200000000001,.,.,6255,9996,5745.5999999999995,5499,3479.8,8118,9353.4,29928,.,117096,.,.,.,.,3900,.,.,.,13000,.,.,.,12000,66000,V,V,0,0,V,V,4,0,1,0,0,0,2,0,0
0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,I,I,I,0,14,0,0,0,0,16,4,V,V,4,2,V,V,301.104,2415,2337.3,4464,20850,25989.6,34473.6,43992,48717.200000000004,58449.600000000006,67032.7,70330.8,75091.5,71772.95999999999,75900,67052.47499999999,78477,44000,23940,54520,58306.5,.,239.4,26600,.,399000,15000,25000,0,0,0,0,V,V,5,0,1,0,0,0,2,0,0
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,2,2,0,16,0,2,0,0,13,2,V,V,V,2,0,V,1580.7959999999998,33925.920000000006,14023.800000000001,22320,50040,45981.6,45964.799999999996,.,43497.5,38966.4,56120.4,58359.6,53246.7,63369.6,39600,41055,35875.200000000004,6600.000000000001,33360,29520,33000,32320,1390,4170,17375,417,9100,17500,0,17000,0,0,V,V,5,0,1,0,1,0,2,0,0
0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,I,I,I,0,13,0,0,0,0,20,7,V,V,3,2,V,V,.,362.25,701.19,2232,10425,29988,.,.,26098.500000000004,40590,62356,47884.8,.,.,.,.,.,115500.00000000001,.,.,.,.,1300,2990,273000,.,18800,10600,200000,V,0,0,V,V,5,0,1,0,0,0,2,0,0
0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,I,I,0,14,0,0,0,0,13,2,V,V,3,1,V,V,.,.,11686.5,11160,6255,9996,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,399,.,.,.,5500,V,V,V,0,0,V,V,3,0,0,0,0,0,1,0,0
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,I,I,0,12,0,0,0,0,15,2,V,V,V,2,V,V,100.368,483.00000000000006,1168.65,6696,20850,19992,19152,43992,43497.5,38966.4,42090.3,40402.8,36863.1,33062.4,36960,60857.99999999999,80719.20000000001,100993.20000000001,31750,26880,72720,.,32226.25,3492.5,.,.,16800,14000,31000,V,0,0,V,V,5,0,0,0,0,0,2,0,0
0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,I,I,0,12,0,0,0,0,12,2,V,V,V,2,V,V,.,.,701.19,4464,417,4998,17236.8,21996,36537.9,24354,35854.700000000004,34417.200000000004,31401.899999999998,27965.28,27720,32602.499999999996,27466.95,44000,26670,22736,24745,.,311.15,3086.1,25654,.,19900,7000,15250,V,0,0,V,V,4,0,1,0,0,0,2,0,0
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,2,0,16,6,0,0,0,13,2,V,V,4,2,1,V,7527.5999999999995,3381,18698.4,44640,41700,53978.4,57456,54990,.,4870.8,30398.550000000003,37410,32767.2,44083.2,42240,35017.5,.,82500,27800,3690,35200,.,1431.7,4.17,8340,136220,120,0,1100,10000,0,0,V,V,6,0,1,0,0,0,2,1,0
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,2,1,14,20,5,0,0,14,2,V,V,V,2,1,V,1254.6,2415,.,11160,41700,49980,84443.0832,32994,60896.50000000001,45460.8,54561.5,22446,20479.5,.,.,.,5605.500000000001,220.00000000000003,58641.03,17400,.,.,3724,5320,.,23940,0,4600,4035,19000,0,0,V,V,3,0,0,0,0,0,2,1,0
0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,2,1,0,14,0,0,0,0,16,4,4,5,6,3,V,V,.,603.75,1869.8400000000001,1116,.,1999.2,1915.1999999999998,1833,27838.4,52117.560000000005,49884.8,49530.840000000004,47976.642,46907.28,44880,47092.5,42601.8,45430.00000000001,1330,38396,40950,.,665,6317.5,41895,53200,200,14900,8450,24000,0,0,V,V,4,0,1,0,0,0,3,1,0
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,2,0,12,0,0,I,I,14,2,V,V,V,3,V,V,376.38,144.9,1110.2175,5580,12510,5397.84,.,29328,45237.4,38966.4,32736.9,38906.4,42324.3,38572.8,33000,21735,35875.200000000004,35200,33020,31360,32320,.,635,8890,12700,.,7500,6300,5800,V,0,0,V,V,7,0,0,0,0,0,3,0,0
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,16,0,0,0,0,13,2,V,V,3,4,0,V,.,2415,5142.06,.,.,37984.8,5745.5999999999995,.,.,.,6235.6,.,40959,41328,6600,.,32511.9,31900.000000000004,.,.,5500,29290,0,0,0,0,0,0,0,8000,0,0,V,V,6,0,1,0,0,0,4,0,0
1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,14,0,0,0,0,19,4,4,4,4,2,V,V,.,241.50000000000003,701.19,.,6255,1999.2,3830.3999999999996,18330,17399,24354,31178,62848.8,64169.1,44083.2,52800,62789.99999999999,67266,60500.00000000001,2660,48720,54600,.,665,14896,2660,37240,50,200,22000,5700,0,0,V,V,3,0,1,0,1,0,2,0,0
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,I,I,I,0,13,6,0,I,I,9,0,V,V,V,I,V,V,376.38,4830,2337.3,.,37947,29988,28728,56823,.,68191.2,65473.8,68834.40000000001,57342.6,55104,39600,105052.49999999999,238391.82510000002,.,40300,46620,91350,.,1950,26000,227500,.,6000,21200,12500,V,0,0,V,V,3,0,0,0,0,0,.,1,1
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,2,2,0,15,6,0,0,0,12,2,V,V,V,4,0,V,.,2415,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,.,0,17500,0,V,0,0,V,V,0,0,1,0,1,0,4,1,0
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,2,2,0,16,0,0,0,0,12,2,3,3,V,2,0,V,1756.4399999999998,9660,.,22317.768,8308.724999999999,.,.,.,.,.,38972.5,.,34132.5,.,.,.,.,38500,5539.15,.,.,.,0,1946,695,7645,0,250600,11400,0,0,0,V,V,9,0,1,0,0,0,2,1,0
0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,0,15,0,0,I,I,11,1,V,V,V,4,0,V,752.76,.,.,.,.,31987.2,.,30794.399999999998,.,.,.,23942.4,34132.5,48216,.,.,.,.,21760,.,.,.,0,0,5440,6120,12000,2000,8000,0,0,0,V,V,6,0,1,0,0,0,4,1,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,V,V,V,0,14,0,0,0,0,19,7,5,6,V,1,V,V,1129.1399999999999,3622.5,.,6696,.,.,.,.,.,.,.,.,.,.,.,217749.68249999997,.,259472.40000000002,.,.,189347.55,.,532,.,399000,399000,0,0,0,0,0,0,V,V,4,0,1,0,0,0,1,1,0
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,13,0,0,0,0,14,2,4,3,4,2,V,V,.,362.25,.,2232,2502,3998.4,1532.1599999999999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41275,.,.,.,40000,V,V,V,0,0,V,V,1,0,0,0,0,0,2,0,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,16,0,0,V,V,17,4,4,4,V,V,V,V,.,.,.,.,.,.,.,.,.,.,.,32920.8,40959,34440,39600,72450,.,.,.,.,33000,.,2432.5,.,62550,.,0,0,40000,12000,0,0,V,V,6,0,0,0,0,0,.,1,0
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,V,V,V,0,14,0,0,V,V,15,2,3,3,4,V,V,V,376.38,772.8000000000001,.,.,2085,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1064,.,.,.,0,V,V,V,0,0,V,V,0,0,0,0,0,0,.,0,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,V,V,V,0,16,0,0,I,I,20,4,V,V,V,2,20,V,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1750,I,I,0,0,V,V,2,0,1,0,0,0,2,1,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,2,2,0,16,0,0,0,0,16,4,5,3,V,2,0,V,5018.4,7245,5843.25,10044,8340,1999.2,7660.799999999999,27495,74815.70000000001,73062,77945,95769.6,40959,93676.8,96360,96599.99999999999,112110.00000000001,99000.00000000001,5560,55350,80300,101000,695,.,25020,104250,I,0,7000,20000,0,0,V,V,6,0,1,0,0,0,2,1,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,12,0,0,0,0,17,4,5,4,V,2,V,V,2509.2,7245,9349.2,33480,16680,16993.2,.,8248.5,8699.5,4870.8,71709.40000000001,74820,166557.0429,179437.91040000002,192722.64,217749.68249999997,131168.7,143000,6350,145884.48,118170,.,1270,381000,381000,.,0,0,0,V,0,0,V,V,4,0,1,0,0,0,2,0,0
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,.,0,0,1,1,0,I,I,1,0,14,0,0,0,0,16,4,4,4,4,2,V,V,.,96.60000000000001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,V,V,V,0,0,V,V,1,0,.,.,.,.,2,0,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,15,0,0,I,I,18,5,5,6,V,2,2,V,.,5554.5,3926.664,.,834,3998.4,.,10998,14789.150000000001,32472,42090.3,44892,.,52348.799999999996,64680,60374.99999999999,67266,80300,2720,32130,53900,73000,680,3128,6800,11832,0,14000,0,30000,0,0,V,V,10,0,1,0,0,0,2,0,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,15,0,0,I,I,16,4,6,2,3,3,0,V,.,.,.,.,41700,59976,.,.,.,.,.,89784,109224,96432,102960,36225,.,55000.00000000001,40800,.,85800,50000,408000,.,375360,408000,0,0,0,0,0,0,V,V,6,0,1,0,1,0,3,1,0
0,1,0,0,1,0,1,0,.,.,.,.,.,0,1,0,0,.,.,.,.,0,0,0,0,0,V,V,V,.,12,0,0,0,0,6,0,V,V,V,0,V,V,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,V,V,V,V,0,0,V,V,0,0,.,.,.,.,0,0,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,1,0,13,6,0,0,0,18,4,4,6,4,2,V,V,.,.,16361.1,15624,10425,5997.5999999999995,15321.599999999999,12831,20878.800000000003,29224.800000000003,42090.3,59856,51881.4,37195.2,50160,54337.49999999999,72871.5,82500,9100,42180,47250,.,390,1950,142350,.,0,65000,68000,V,0,0,V,V,6,0,1,0,0,0,2,0,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,16,0,0,0,0,20,5,I,I,V,3,0,V,.,.,.,.,14595,999.6,.,.,.,.,.,.,69220.70999999999,68880,39600,66412.5,67266,110550.00000000001,9730,.,33000,60600,278,5212.5,37530,144560,0,0,0,0,0,0,V,V,I,0,0,0,0,0,3,0,0
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,2,1,16,0,0,0,0,14,2,V,V,V,2,0,V,6273,7245,18698.4,68350.53600000001,41700,49980,51710.4,27495,38277.8,27601.2,38972.5,20955.5856,76456.8,28929.6,31680,78487.5,103141.20000000001,148500,27800,20910,26400,92920,14282.25,6255,43090,120930,16000,37000,10000,0,0,0,V,V,15,0,1,0,0,0,2,1,1
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,V,V,V,0,13,0,0,I,I,12,2,V,V,V,5,V,V,.,.,2337.3,.,6255,.,.,.,.,41401.8,35854.700000000004,43395.6,35497.8,38572.8,49500,.,42601.8,46200.00000000001,.,28860,.,.,650,.,25870,.,3750,2175,0,V,0,0,V,V,3,0,1,0,0,0,5,1,0
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,.,0,0,1,1,0,2,2,1,0,16,0,0,0,0,18,5,V,V,4,1,0,V,.,.,9349.2,.,20850,.,.,37393.2,45077.32920000001,40590,41934.41,43395.6,39593.7,49834.68,47520,60374.99999999999,44844.00000000001,68750,13900,30750,39600,40400,2.78,.,17097,0,0,13200,55000,96000,0,0,V,V,6,0,.,.,.,.,1,0,0
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,.,.,.,.,0,0,1,0,0,V,V,V,0,13,0,0,I,I,12,2,V,V,V,I,V,V,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,0,V,V,V,0,0,V,V,1,0,.,.,.,.,.,0,0
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,13,0,0,0,0,15,2,4,5,5,3,V,V,.,.,.,.,4170,10995.6,11491.199999999999,.,.,32472,46767,44892,34132.5,.,.,.,.,.,.,27750,.,.,910,0,.,.,0,I,69000,V,0,0,V,V,11,0,0,0,0,0,3,0,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,V,V,V,0,15,0,0,0,0,13,2,V,V,V,2,0,V,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,136,.,.,.,0,V,V,V,0,0,V,V,1,0,0,0,0,0,2,0,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,2,0,13,0,0,0,I,14,3,I,I,V,2,V,V,.,72.45,140.238,.,5212.5,3998.4,.,.,.,24354,31178,32920.8,54612,55104,58080,55544.99999999999,50449.50000000001,57200.00000000001,.,44400,48300,.,3380,18200,13390,.,4000,33700,16200,V,0,0,V,V,6,0,1,0,1,0,2,1,0
1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,V,V,V,0,13,0,0,I,I,12,2,V,V,V,6,V,V,.,.,.,.,.,.,766.0799999999999,.,.,.,.,.,0,4132.8,30888,24149.999999999996,.,11000,.,0,21000,.,0,1300,2080,.,2000,21000,0,V,0,0,V,V,3,0,0,0,1,0,6,0,0
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,15,0,0,I,I,13,2,V,V,V,2,0,V,.,.,.,.,.,17992.8,.,.,.,38966.4,37413.6,.,.,27552,33000,.,.,.,12240,28560,27500,.,2720,680,0,1632,100,14500,1750,0,0,0,V,V,9,0,1,0,1,1,2,0,0
1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,13,0,0,1,0,11,0,V,V,V,3,V,30,.,.,.,.,.,.,.,.,.,48708,.,.,54612,44083.2,56760,.,807.1920000000001,792.0000000000001,.,44400,.,.,0,0,0,.,100,0,0,V,1,54,54,54,4,1,1,0,0,0,3,0,0
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,V,V,V,0,12,0,0,0,1,13,2,V,V,I,2,V,V,.,.,.,.,.,.,7660.799999999999,.,.,12988.800000000001,28060.2,37410,34132.5,48216,39600,30187.499999999996,28027.500000000004,27500.000000000004,.,39200,25250,.,0,.,6350,.,0,0,0,V,0,0,V,V,6,0,0,0,0,0,2,0,0
0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,V,V,V,0,16,0,0,V,V,7,0,V,V,V,V,V,V,.,.,.,.,.,.,.,27495,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,200,V,V,V,0,0,V,V,3,0,.,.,.,.,.,0,0
0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,V,V,V,0,15,80,0,V,V,8,0,V,V,V,V,V,V,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,0,V,V,V,0,0,V,V,0,0,1,0,0,0,.,0,0
1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,15,0,0,0,0,9,0,V,V,V,2,0,V,.,4830,.,.,52125,51979.2,51710.4,45825,52197.00000000001,42213.6,46767,52374,51881.4,48216,46200,60374.99999999999,56055.00000000001,55000.00000000001,35360,35700,38500,50000,136,8160,272,0,24000,0,0,7000,0,0,V,V,1,0,1,0,0,0,2,0,0
1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,14,0,0,0,0,16,4,2,3,3,3,V,V,.,362.25,.,.,12510,14994,26812.8,21996,10439.400000000001,21106.8,9353.4,62848.8,64169.1,64747.2,66528,56752.49999999999,50449.50000000001,55000.00000000001,18620,48720,49350,.,0,0,2660,1330,0,14000,0,10000,0,0,V,V,2,0,0,0,0,0,3,0,0
1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,12,0,0,0,0,18,5,V,V,V,3,V,V,.,.,.,.,.,.,22982.399999999998,23829,26098.500000000004,21106.8,23383.5,26935.2,40959,85411.2,79200,60374.99999999999,61660.50000000001,66000,19050,69440,55550,.,190.5,.,16510,.,0,15000,12000,V,0,0,V,V,4,0,0,0,0,0,3,0,0
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,2,2,2,0,15,0,0,0,0,16,4,4,4,V,3,0,V,.,1883.7,1636.1100000000001,.,.,23990.399999999998,.,14664,3479.8,.,12471.2,41899.200000000004,28671.3,26174.399999999998,40920,48299.99999999999,49328.4,104500.00000000001,16320,9520,34100,95000,106.08,680,0,12580,2500,1750,42000,53400,0,0,V,V,19,0,0,0,0,0,3,0,0
1,0,0,1,0,0,1,0,0,1,0,0,0,0,I,I,I,0,0,0,0,0,0,1,1,0,V,V,V,0,15,0,0,0,0,16,4,6,5,V,2,0,V,.,.,.,.,3127.5,.,.,.,.,.,38972.5,57461.76,36863.1,55104,34320,43470,53812.8,46200.00000000001,.,29750,28600,42000,544,28560,3400,14960,0,26000,17500,2000,0,0,V,V,5,0,1,0,0,0,2,1,1
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,V,V,V,0,14,0,90,0,0,17,4,6,5,V,4,V,V,.,.,.,1450.8,417,799.68,.,.,.,.,31178,43096.32,39320.64,55104,79200,74865,80719.20000000001,99000.00000000001,.,33408,65100,.,665,1995,36575,136990,0,5000,20500,28500,0,0,V,V,1,0,1,0,0,0,4,0,0
1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,2,2,0,16,0,0,2,0,15,2,V,V,V,6,0,V,1129.1399999999999,.,.,.,43785,.,7660.799999999999,.,5741.67,.,37413.6,44892,20069.91,5510.4,46200,35017.5,35875.200000000004,36300,29190,.,38500,32320,695,28842.5,.,157088.07,3750,2150,38000,49300,0,0,V,V,13,0,1,0,1,0,6,1,0
1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,V,V,V,1,15,2,0,1,0,16,4,V,V,V,4,0,V,.,.,.,.,22935,33786.479999999996,.,.,.,.,.,.,24165.81,.,13200,90804,95293.50000000001,106150.00000000001,22984,.,11000,96500,0,680,1143.76,5712,0,3600,35000,64000,0,0,V,V,12,0,0,0,0,0,4,1,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,16,0,0,I,I,15,2,V,V,4,2,0,V,3763.7999999999997,16905,25710.300000000003,24552,41700,.,47880,36660,24358.600000000002,48708,17147.9,74820,65534.4,41328,52800,78487.5,72871.5,88000,27800,36900,44000,65650,0,0,76450,62550,1500,20300,44000,21000,0,0,V,V,6,0,1,0,0,0,2,1,0
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,V,V,V,0,14,6,0,I,I,9,0,V,V,V,6,V,V,752.76,.,4674.6,.,.,3998.4,191.51999999999998,.,.,.,.,.,40959,.,.,.,.,.,133,.,.,.,0,0,.,.,0,3000,V,V,0,0,V,V,6,0,1,0,0,0,6,0,0
