immigrant,female,black,hispanic,white,mixedrace,urban1997,rural1997,never_married,married,separated,divorced,widowed,ever_in_gang,victim_breakin_lt12yrs,victim_bully_lt12yrs,victim_shooting_lt12yrs,victim_breakin_12to18,victim_bully_12to18,victim_shooting_12to18,VictViolentCrime,ms_suspension,hs_suspension,hs_grad,college_degree,ged,special_education_history,bilingual_education_history,gifted_education_history,veteran,age,days_ms_suspension,days_hs_suspension,number_grades_repeated,number_grades_skipped,years_education_completed,highest_degree,SAT_math_score_2007,SAT_verbal_score_2007,ACT_score_2007,number_schools_attended,parent_expectation_in_jail_by20,age_first_incarcerated,income1996IA,income1997IA,income1998IA,income1999IA,income2000IA,income2001IA,income2002IA,income2003IA,income2004IA,income2005IA,income2006IA,income2007IA,income2008IA,income2009IA,income2010IA,income2012IA,income2014IA,income2016IA,income_20,income_25,income_30,income_35,assets_20,assets_25,assets_30,assets_35,debts_20,debts_25,debts_30,debts_35,total_n_incarcerated,total_months_incarcerated,months_longest_incarceration,months_first_incarceration,number_jobs_since20,Incarcerated,RelativeDied,Homeless,HHHospital,HHJail,NumSchoolsAttended,EverSmoke,EverArrested
0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,V,V,V,0,13,0,0,I,I,15,2,I,I,3,2,V,V,.,.,.,781.2,2085,13994.4,.,.,.,29224.800000000003,32736.9,29179.8,.,.,1980,.,.,16500,.,.,.,.,812.5,26,0,.,2000,1400,14500,V,0,0,V,V,8,0,1,0,0,0,2,0,0
0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,.,1,0,0,0,1,V,V,V,0,15,35,0,I,I,11,1,V,V,V,3,V,V,276.012,.,.,.,.,.,.,56823,50457.100000000006,51955.200000000004,.,.,6826.5,27552,.,.,28027.500000000004,.,.,.,.,.,.,680,0,0,8000,0,500,0,0,0,V,V,7,0,.,.,.,.,3,0,0
0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,15,0,0,0,0,15,3,V,V,V,1,0,V,.,.,.,11160,16680,29988,.,23829,.,.,35854.700000000004,.,62803.799999999996,55104,36960,.,48207.3,66000,20400,27370,30800,60000,680,2720,680,680,33000,15800,19000,3000,0,0,V,V,9,0,1,0,0,0,1,1,0
0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,2,0,16,0,0,3,0,14,3,V,V,V,1,0,V,501.84,5796,5609.52,.,.,.,.,687.375,.,23465.8908,18583.6469,25426.828800000003,27306,5510.4,31680,12074.999999999998,10306.2723,.,.,17777.19,26400,9284.93,0,69.5,695,4031,50,200,36000,14300,0,0,V,V,4,0,0,0,1,0,1,1,0
0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,1,2,2,0,15,0,0,1,1,10,0,V,V,V,2,0,V,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,V,900,V,V,0,0,V,V,1,0,.,.,.,.,2,1,1
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,.,0,0,0,0,0,2,2,2,0,12,0,0,I,I,9,0,V,V,V,2,V,V,.,.,.,401.76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,V,0,V,V,0,0,V,V,2,0,.,.,.,.,2,1,0
0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,2,2,0,12,0,0,0,0,14,2,V,V,V,2,V,V,225.82799999999997,.,.,.,8340,.,.,7881.9,.,24354,53002.6,50279.04,42597.36,41328,42240,57959.99999999999,61212.060000000005,41800,.,33600,55146,.,22.86,1016,5080,.,18500,6500,45000,V,0,0,V,V,3,0,1,0,0,0,2,0,0
0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,15,0,0,I,I,11,0,V,V,V,3,0,V,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,680,0,68,680,0,0,0,0,0,0,V,V,0,0,0,0,0,0,3,0,0
0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,14,0,0,0,0,14,3,V,V,4,2,V,V,.,.,.,.,20850,.,22982.399999999998,45825,50457.100000000006,43837.200000000004,46767,44892,46420.2,33062.4,51480,48299.99999999999,41480.700000000004,44000,15960,34800,42000,.,12635,0,195510,250040,0,5000,32500,23000,0,0,V,V,6,0,1,0,0,0,2,1,0
0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,V,V,V,0,15,17,0,V,V,8,1,V,V,V,V,V,29,.,.,.,16440.912,16680,9996,21067.2,20163,15659.1,35719.200000000004,29619.100000000002,.,409.59,6199.2,.,.,.,.,6800,22610,.,.,0,3128,0,34000,8000,4800,0,42500,1,59,59,59,6,1,1,0,1,0,.,1,0
0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,2,1,0,12,0,0,0,0,16,4,V,V,6,2,V,V,.,.,.,.,312.75,.,.,1099.8,.,.,10132.85,29928,24575.4,30307.2,19800,18112.5,.,33000,.,24640,.,.,6096,8890,1905,.,25000,31500,56000,V,0,0,V,V,11,0,0,0,0,0,2,0,0
0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,0,16,0,0,I,0,11,1,V,V,V,2,0,V,.,.,.,15624,.,.,.,.,.,.,.,.,.,.,.,30187.499999999996,.,.,.,.,.,.,0,0,0,1390,1750,0,3750,0,0,0,V,V,7,0,0,0,1,0,2,1,0
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,1,1,0,15,0,0,I,1,20,2,V,V,V,5,0,25,3763.7999999999997,4830,.,.,.,635.7456,.,458.25,.,.,.,.,4505.49,2755.2,.,.,.,1650.0000000000002,432.48,.,.,1500,0,0,680,0,0,0,0,0,1,4,4,4,5,1,0,0,0,0,5,0,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,2,2,0,15,0,0,I,I,13,1,V,V,V,3,0,V,7527.5999999999995,7245,.,33480,.,84882.0336,84443.0832,73320,78295.5,73062,101328.5,110733.6,109224,179437.91040000002,192722.64,217749.68249999997,.,.,57742.88,77350,160602.2,.,0,.,118333.6,.,13600,10000,40000,V,0,0,V,V,4,0,0,0,0,0,3,1,1
0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,2,2,0,16,0,2,0,0,15,2,V,V,4,2,0,25,.,3622.5,9349.2,.,22935,2998.7999999999997,38304,.,.,.,38972.5,40402.8,32767.2,48216,52800,.,.,.,15290,.,44000,.,695,.,2085,.,1750,6075,4900,V,1,2,2,2,13,1,0,0,0,0,2,1,0
0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,2,2,0,12,0,0,V,V,14,2,I,I,I,5,V,V,.,1932.0000000000002,467.46000000000004,669.6,.,.,.,21996,24358.600000000002,.,.,.,.,35817.6,79200,90562.5,94172.40000000001,110000.00000000001,17780,29120,84840,.,127,0,.,.,2000,0,0,V,0,0,V,V,8,0,1,0,1,0,5,0,0
1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,V,V,V,0,15,16,0,I,I,13,1,V,V,V,6,30,20,238.37399999999997,.,.,.,.,9996,.,3666,1217.93,.,.,14964,.,.,.,.,.,.,6800,.,.,.,680,2720,0,.,I,19500,60,I,1,24,24,24,9,1,0,0,1,1,6,1,1
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,16,0,0,0,0,20,7,4,3,5,2,0,V,.,.,.,.,.,.,.,.,.,6494.4000000000005,.,29928,40959,57859.2,62040,60374.99999999999,.,.,.,4920,51700,.,0,1807,8062,5560,0,11998,46000,97000,0,0,V,V,6,0,1,0,0,0,2,0,0
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,12,0,0,0,0,20,7,3,4,5,2,V,V,.,.,.,.,.,.,.,.,4175.76,.,.,.,.,.,.,56752.49999999999,56055.00000000001,259472.40000000002,3048,.,50500,.,2794,7620,50800,.,0,83200,300000,V,0,0,V,V,3,0,0,0,0,0,2,0,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,V,V,V,0,15,0,0,0,0,18,5,5,5,4,1,0,V,.,.,.,.,20850,41983.2,19152,21996,13919.2,16236,.,.,47785.5,96432,92400,90562.5,89688.00000000001,110000.00000000001,28560,.,77000,100000,7072,14960,34000,108800,1000,20000,25000,25000,0,0,V,V,5,0,1,0,0,0,1,0,0
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,13,0,0,0,0,14,2,I,I,V,2,V,V,125.46,.,.,1116,.,.,.,.,.,3247.2000000000003,.,25438.8,24575.4,23419.2,6600,42262.5,72871.5,110000.00000000001,.,19980,36750,.,0,1040,3250,.,0,59000,10000,V,0,0,V,V,14,0,1,0,1,0,2,0,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,16,0,0,0,0,14,2,3,3,4,1,0,V,1254.6,12075,59014.4877,29016,25020,.,.,.,.,.,46767,68834.40000000001,61438.5,57859.2,.,.,.,.,16680,.,.,.,2287.94,17375,6950,.,4200,22500,60000,V,0,0,V,V,2,0,1,0,0,0,1,0,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,2,2,0,12,6,0,V,V,13,2,V,V,V,2,V,V,.,.,.,.,.,.,.,.,.,.,12471.2,11971.2,19114.2,16531.2,.,14489.999999999998,15695.400000000001,15400.000000000002,.,13440,14140,.,381,63.5,0,.,0,0,10000,V,0,0,V,V,10,0,0,0,0,0,2,1,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,13,0,0,0,0,14,2,V,V,V,2,V,V,.,.,1168.65,1116,.,9996,22982.399999999998,27495,34798,35719.200000000004,38972.5,40402.8,46420.2,38572.8,39600,42262.5,44844.00000000001,33000,19500,37740,36750,.,0,1560,325,.,1500,1700,0,V,0,0,V,V,1,0,1,0,0,0,2,1,0
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,.,0,1,0,0,1,2,2,2,0,16,0,6,2,0,11,1,I,I,V,2,0,V,0,6037.5,11219.04,.,.,.,.,.,.,.,.,.,88744.5,95054.4,72600,78487.5,72871.5,71500,.,.,60500,65650,.,.,.,0,V,23000,17500,37000,0,0,V,V,5,0,.,.,.,.,2,0,0
0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,2,2,0,15,0,7,1,0,10,1,V,V,V,2,0,25,.,.,.,18927.36,.,.,.,.,.,.,311.78000000000003,.,.,.,.,.,.,.,.,238,.,.,0,0,0,.,0,0,0,V,1,1,1,1,6,1,1,0,0,1,2,0,1
0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,2,2,0,16,0,0,0,0,16,4,2,2,V,2,0,V,1505.52,12799.5,23373,24552,16680,9996,11491.199999999999,11364.599999999999,16703.04,11365.2,.,1164.1992,9557.1,1902.4656,21780,4226.25,.,7260.000000000001,11120,8610,18150,.,0,13.9,84095,246030,2000,20750,28060,36000,0,0,V,V,10,0,0,0,0,0,2,0,0
0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,V,V,V,0,15,0,0,0,0,18,5,I,I,V,2,0,V,.,10867.5,18698.4,22320,16680,11995.199999999999,.,38493,38277.8,.,56120.4,53870.4,68265,82656,92400,.,35875.200000000004,36300,8160,42840,77000,33000,3672,61540,101660,88400,12500,37000,40000,33500,0,0,V,V,8,0,0,0,0,0,2,1,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,V,V,V,1,13,6,6,2,0,9,1,V,V,V,3,V,V,.,966.0000000000001,.,.,.,29988,28728,129615.096,69596,40590,31178,46388.4,.,48216,66000,55544.99999999999,84082.50000000001,.,91925.6,.,48300,.,1950,18200,18850,.,1200,27000,20000,V,0,0,V,V,9,0,0,0,0,0,3,1,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,2,2,0,12,0,0,0,0,12,2,V,V,4,2,V,V,.,.,.,.,.,19992,42134.4,38493,40017.700000000004,34095.6,31178,44892,40959,38021.76,36300,66412.5,67266,77000,29210,30912,60600,.,6.35,101.6,13970,.,7500,1000,35550,V,0,0,V,V,6,0,1,0,0,0,2,0,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,2,2,0,16,0,4,0,0,12,2,V,V,V,4,0,V,.,19320,11686.5,.,.,.,11491.199999999999,2749.5,.,.,.,.,11927.260799999998,13776,19800,.,.,1320,.,.,16500,.,8340,.,556,695,8000,5000,0,7500,0,0,V,V,19,0,1,0,0,1,4,1,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,V,V,V,0,15,0,0,0,0,16,4,5,5,V,2,0,V,50.184,.,1752.9750000000001,5580,.,9996,26812.8,21996,20878.800000000003,64944,70150.5,.,.,.,.,.,.,.,6800,53550,.,.,0,0,.,.,500,44000,V,V,0,0,V,V,6,0,0,0,0,0,2,0,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,V,V,V,0,13,0,0,0,0,15,2,I,I,V,2,V,V,.,.,.,.,8340,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5200,.,.,.,0,V,V,V,0,0,V,V,1,0,0,0,0,0,2,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,2,1,0,16,0,1,0,0,18,5,5,4,V,1,3,V,.,1932.0000000000002,.,.,.,959.6159999999999,.,.,869.95,24354,.,83798.40000000001,81918,86788.8,85800,84525,80719.20000000001,105600.00000000001,.,18450,71500,72720,139,.,18070,54905,0,100800,57000,30500,0,0,V,V,4,0,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,V,V,V,0,14,0,0,1,0,16,4,3,3,V,2,V,V,.,362.25,.,2678.4,.,5997.5999999999995,.,329.94,1217.93,5781.6395999999995,3897.25,14964,5461.2,38572.8,25080,39847.5,41480.700000000004,8800,.,11600,34650,.,11.97,266,53.2,3391.5,0,14700,37000,29400,0,0,V,V,11,0,0,0,0,0,2,0,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,13,0,0,0,0,20,5,5,4,V,2,V,V,2509.2,966.0000000000001,.,691.92,22935,23990.399999999998,45964.799999999996,.,7829.55,.,.,101755.2,95571,93676.8,92400,72450,67266,132000,.,77700,63000,.,650,10400,9100,.,6000,12400,79000,V,0,0,V,V,5,0,1,0,0,0,2,1,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,12,0,0,0,1,16,4,4,4,4,2,V,V,564.5699999999999,603.75,.,.,.,799.68,.,4765.8,.,4059,.,29928,47785.5,49593.6,48840,47092.5,.,.,.,40320,.,.,1270,60325,323850,.,0,0,18000,V,0,0,V,V,2,0,1,0,0,0,2,0,0
0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,V,V,V,0,14,0,0,0,0,16,3,V,V,5,1,V,V,.,.,303.849,.,.,.,5745.5999999999995,.,.,.,.,20949.600000000002,27306,34440,55440,67620,.,121000.00000000001,3990,16240,58800,.,399,.,4987.5,3990,80,I,44000,48000,0,0,V,V,5,0,0,0,1,0,1,1,1
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,2,0,15,8,0,1,0,12,2,6,6,V,2,0,23,341.2512,1207.5,.,.,1042.5,15993.6,.,.,.,.,.,.,47785.5,68880,79200,118334.99999999999,134532,.,10880,.,66000,.,0,0,0,.,0,0,0,V,1,33,33,33,4,1,1,0,0,0,2,1,0
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,2,0,15,0,0,1,0,13,2,V,V,V,2,0,V,.,.,.,.,.,.,.,.,869.95,.,24942.4,.,36863.1,.,15840,57959.99999999999,53812.8,69300,.,19040,13200,63000,0,544,.,.,0,27000,12000,27000,0,0,V,V,7,0,0,0,0,0,2,1,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,V,V,V,0,15,0,6,I,I,13,1,V,V,I,4,0,V,313.65,.,934.9200000000001,1562.4,20850,9996,6703.2,6415.5,.,8118,7794.5,13467.6,8191.8,2755.2,.,6037.499999999999,8408.25,22000,6800,5950,.,20000,0,0,0,0,0,0,0,3000,0,0,V,V,25,0,1,0,0,1,4,1,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,2,2,1,12,0,0,0,0,14,1,V,V,I,5,V,V,.,.,.,.,.,.,22982.399999999998,.,.,.,.,14964,12287.7,.,.,.,11211.000000000002,.,.,.,10100,.,0,0,3175,.,0,0,0,V,0,0,V,V,4,0,1,0,0,0,5,1,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,2,2,0,14,0,0,0,0,17,4,4,4,V,2,V,V,.,.,5843.25,13392,16680,17992.8,21067.2,18330,120648.1458,29224.800000000003,28060.2,44892,43689.6,50971.2,48840,49507.49999999999,48207.3,50600.00000000001,14630,34800,43050,.,212.8,1729,931,42161,200,29050,37000,41800,0,0,V,V,5,0,0,0,0,0,2,1,0
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,V,V,V,0,14,0,0,V,V,18,4,I,I,V,V,V,V,.,.,.,.,.,3998.4,766.0799999999999,18330,4001.7700000000004,.,3117.8,77812.8,32767.2,22041.6,36960,.,100899.00000000001,66000,532,60320,.,.,0,0,39900,33250,0,12000,67000,23000,0,0,V,V,10,0,0,0,0,0,.,0,0
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,16,0,0,0,0,13,2,V,V,V,2,0,V,.,1932.0000000000002,5843.25,17856,4170,.,11491.199999999999,27495,.,35719.200000000004,46767,17956.8,38228.4,16531.2,.,30187.499999999996,7847.700000000001,550,2780,27060,.,7070,8.34,695,278,4.17,800,9000,11280,26500,0,0,V,V,9,0,1,0,0,0,2,.,0
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,V,V,V,1,16,6,0,0,0,11,1,I,I,V,3,0,21,250.92,.,.,11160,74138.43000000001,.,.,.,.,30848.4,24942.4,28431.600000000002,19114.2,23419.2,.,18112.5,11211.000000000002,27500.000000000004,49425.62,23370,.,10100,0,.,0,0,0,15000,0,0,1,12,12,12,28,1,1,1,0,0,3,1,1
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,V,V,V,0,13,0,0,V,V,16,4,I,I,I,V,V,V,.,.,.,.,.,.,2872.7999999999997,.,.,.,.,.,.,.,.,21735,.,.,.,.,18900,.,7150,.,3250,.,0,V,0,V,0,0,V,V,2,0,1,0,0,0,.,1,0
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,2,1,0,16,0,0,0,0,18,4,5,5,V,2,0,V,.,120.75000000000001,934.9200000000001,.,.,14994,.,.,.,11365.2,.,58359.6,60073.2,.,54120,.,.,.,.,8610,45100,.,41.7,.,2502,.,5000,16600,30500,V,0,0,V,V,17,0,0,0,0,0,2,0,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,V,V,V,0,14,0,0,0,0,16,4,4,5,V,2,V,V,.,362.25,4440.87,.,4170,1599.36,1149.12,1283.1,.,2435.4,.,.,17748.9,.,60720,60374.99999999999,67266,71500,798,.,52500,.,465.5,133,17290,99085,0,6000,10000,81000,0,0,V,V,7,0,0,0,0,0,2,1,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,I,2,0,12,0,0,0,0,17,4,V,V,6,3,V,V,.,.,.,89.28,.,1999.2,.,7332,.,9741.6,15589,22446,65534.4,107452.8,105600,120749.99999999999,124442.1,127600.00000000001,.,87360,112110,.,5080,.,10795,.,0,0,18000,V,0,0,V,V,2,0,0,0,0,0,3,0,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,13,0,0,0,0,18,5,5,6,V,2,V,V,.,241.50000000000003,.,.,7089,.,8426.88,.,.,.,69265.0448,77812.8,94205.7,100564.8,100320,94788.74999999999,102020.1,103400.00000000001,.,76590,82425,.,10530,42900,379600,.,8000,39300,18500,V,0,0,V,V,4,0,0,0,0,0,2,0,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,16,0,0,0,0,19,5,3,2,4,2,10,V,.,.,.,17856,4170,.,34473.6,29328,48717.200000000004,40590,51443.700000000004,89784,83624.625,84033.6,81180,36225,70629.3,85800,2780,30750,67650,63630,417,11815,62550,.,14800,33000,43000,I,0,0,V,V,11,0,0,0,0,0,2,0,0
0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,14,0,0,0,0,20,5,V,V,4,2,V,V,.,.,.,.,4170,.,2298.24,9165,.,.,.,.,4915.08,.,.,.,.,44000,1596,.,.,.,0,1330,6650,9975,800,61000,113001,82500,0,0,V,V,5,0,1,0,0,0,2,0,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,2,2,1,15,0,16,0,0,12,2,V,V,V,3,0,18,752.76,1690.5,233.73000000000002,8928,.,84882.0336,59371.2,.,58286.65,73219.4892,.,53870.4,68265,68880,46200,42262.5,89688.00000000001,71500,57742.88,.,38500,65000,111.52,2143.36,5440,8432,100,21700,13000,3000,1,2,2,2,6,1,0,0,0,0,3,1,0
0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,V,V,V,1,13,0,3,0,0,14,3,4,4,5,2,V,V,431.5824,966.0000000000001,.,446.40000000000003,2606.25,23990.399999999998,30643.199999999997,32994,29578.300000000003,37342.8,26501.3,.,5461.2,24108,.,4347,.,15950.000000000002,23400,4440,3780,.,5200,.,520,.,1300,I,2000,V,0,0,V,V,10,0,0,0,0,0,2,1,1
0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,15,0,0,0,0,16,4,I,I,4,1,0,V,.,.,11686.5,13392,.,23990.399999999998,26812.8,54990,.,.,.,.,.,.,.,.,.,.,16320,.,.,.,0,.,.,.,0,V,V,V,0,0,V,V,I,0,1,0,0,0,1,0,0
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,15,0,0,V,V,12,2,V,V,V,V,V,V,.,.,.,.,.,9996,17236.8,.,.,.,.,.,.,.,.,.,.,.,6800,.,.,.,0,.,.,.,0,V,V,V,0,0,V,V,1,0,1,0,0,0,.,0,0
0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,V,V,V,0,16,2,6,V,V,9,0,V,V,V,V,V,V,.,.,.,.,.,239.90399999999997,.,.,.,.,.,.,.,8265.6,.,.,.,.,.,.,.,.,0,0,0,0,0,575,0,0,0,0,V,V,3,0,1,0,0,1,.,0,0
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,I,2,1,0,14,0,0,0,0,18,5,4,4,5,3,V,V,.,.,.,.,.,.,19152,27495,31318.2,32472,43649.200000000004,44892,45054.9,45460.8,42240,45885,44844.00000000001,58300.00000000001,13300,34800,39900,.,0,0,1862,2660,10000,53000,100000,125000,0,0,V,V,8,0,0,0,0,0,3,1,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,2,2,1,0,12,29,8,1,0,11,1,V,V,4,4,V,V,.,.,2103.57,2232,.,11995.199999999999,28728,21996,41757.600000000006,56826,35854.700000000004,83798.40000000001,65534.4,68880,88440,108674.99999999999,238391.82510000002,110000.00000000001,30480,56000,214767.41,.,0,0,110490,.,11000,15100,4300,V,0,0,V,V,3,0,0,0,0,0,4,1,0
0,1,0,0,1,0,1,0,.,.,.,.,.,0,0,0,0,.,.,.,.,0,0,0,0,0,V,V,V,.,15,0,0,0,0,9,0,V,V,V,4,0,V,125.46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,V,V,V,V,0,0,V,V,0,0,.,.,.,.,4,0,0
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,V,V,V,0,12,0,0,1,0,12,2,V,V,V,2,V,V,.,386.40000000000003,.,.,.,.,.,.,17399,25977.600000000002,.,.,34132.5,50971.2,52800,57959.99999999999,44844.00000000001,66000,12700,41440,40400,.,0,0,22225,.,0,0,12000,V,0,0,V,V,9,0,1,0,0,0,2,0,0
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,2,0,13,0,0,I,I,12,2,V,V,V,3,V,V,.,.,.,.,47.955,.,.,.,10439.400000000001,.,.,.,.,15153.6,13200,3622.4999999999995,6726.6,.,.,.,3150,.,0,1950,5200,.,12000,16800,29300,V,0,0,V,V,9,0,0,0,0,0,3,1,0
0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,14,0,0,0,0,13,2,V,V,I,2,V,V,.,3477.6000000000004,1402.38,4017.6,.,7796.88,.,.,.,.,2026.5700000000002,.,3413.25,2066.4,1980,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,V,V,7,0,1,0,0,0,2,0,0
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,2,0,12,1,0,I,0,10,0,V,V,V,3,V,21,.,.,.,.,.,.,1340.6399999999999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,.,400,0,0,V,4,94,50,4,I,1,1,0,0,0,3,0,0
